ID_client;name;cluster;ID_sector;phone;email;register_date;zipcode;state;city;No;street;visit_day
90001-053;Alpha World 000;C;203;+001 900 543-2960;Alpha_World_000@outlook.com;2012-07-21;90001;CA; Los Angeles;775;Highland St;4,0
90001-054;Alpha Company 093;B;203;+001 900 432-3052;Alpha_Company_093@outlook.com;2006-09-04;90001;CA; Los Angeles;787;Elm St;5,0
90001-055;Beta Inc. 018;C;203;+001 900 564-6105;Beta_Inc._018@outlook.com;2008-04-30;90001;CA; Los Angeles;80;Lake St;6,0
90001-056;Genius Corporation 034;C;203;+001 900 275-9070;Genius_Corporation_034@outlook.com;2011-12-02;90001;CA; Los Angeles;800;Jefferson St;7,0
90001-057;Technologic Inc. 076;D;203;+001 900 546-7581;Technologic_Inc._076@outlook.com;2008-03-13;90001;CA; Los Angeles;842;2nd St;1,0
90001-058;Essential Store 040;D;203;+001 900 423-8375;Essential_Store_040@outlook.com;2009-10-08;90001;CA; Los Angeles;845;Jefferson St;2,0
90001-059;Alpha Company 057;B;203;+001 900 607-8778;Alpha_Company_057@gmail.com.br;2011-01-04;90001;CA; Los Angeles;888;Sunset St;3,0
90001-060;Computer Techno 015;B;203;+001 900 539-3603;Computer_Techno_015@outlook.com;2009-10-18;90001;CA; Los Angeles;89;Chestnut St;4,0
90001-061;Computer Tech 073;B;203;+001 900 232-6408;Computer_Tech_073@outlook.com;2020-11-12;90001;CA; Los Angeles;897;5th St;5,0
90001-062;High Tech Electronics 007;D;203;+001 900 508-4446;High_Tech_Electronics_007@gmail.com.br;2005-08-19;90001;CA; Los Angeles;92;Center St;6,0
90001-063;Beta S.A 058;D;203;+001 900 334-6674;Beta_S.A_058@outlook.com;2000-05-10;90001;CA; Los Angeles;931;Walnut St;7,0
90001-064;Digital Inc. 027;D;203;+001 900 402-3992;Digital_Inc._027@outlook.com;2020-09-21;90001;CA; Los Angeles;932;Center St;1,0
90001-065;Genius Tech 069;B;203;+001 900 981-3679;Genius_Tech_069@outlook.com;2008-12-15;90001;CA; Los Angeles;966;Maple St;2,0
90001-066;Father And Sons Company 084;A;203;+001 900 962-6910;Father_And_Sons_Company_084@outlook.com;2012-07-18;90001;CA; Los Angeles;967;Church St;3,0
90001-067;Computer Electronics 028;D;203;+001 900 749-7199;Computer_Electronics_028@outlook.com;2009-10-06;90001;CA; Los Angeles;979;8th St;4,0
94016-001;High Tech Electronics 009;D;204;+001 940 362-8034;High_Tech_Electronics_009@gmail.com.br;2002-11-28;94016;CA; San Francisco;128;8th St;1,0
94016-002;Beta Techno 088;C;204;+001 940 539-2349;Beta_Techno_088@outlook.com;2000-07-03;94016;CA; San Francisco;137;11th St;2,0
94016-003;Genius Company 016;A;204;+001 940 575-3446;Genius_Company_016@outlook.com;2019-05-10;94016;CA; San Francisco;145;Forest St;3,0
94016-004;Computer Solutions 007;D;204;+001 940 935-4064;Computer_Solutions_007@outlook.com;2000-12-04;94016;CA; San Francisco;150;11th St;4,0
94016-005;Genius Corporation 046;D;204;+001 940 711-8213;Genius_Corporation_046@outlook.com;2002-01-22;94016;CA; San Francisco;162;North St;5,0
94016-006;Essential Electronics 006;D;204;+001 940 966-5724;Essential_Electronics_006@outlook.com;2011-07-05;94016;CA; San Francisco;183;Cherry St;6,0
94016-007;Essential Electronics 073;D;204;+001 940 177-2821;Essential_Electronics_073@outlook.com;2001-09-27;94016;CA; San Francisco;218;1st St;7,0
94016-008;High Tech World 081;D;204;+001 940 853-8858;High_Tech_World_081@gmail.com.br;2018-09-04;94016;CA; San Francisco;221;12th St;1,0
94016-009;Essential S.A 093;D;204;+001 940 852-1977;Essential_S.A_093@gmail.com.br;2002-04-24;94016;CA; San Francisco;25;Adams St;2,0
94016-010;Father And Sons Tech 094;D;204;+001 940 799-4095;Father_And_Sons_Tech_094@outlook.com;2000-02-23;94016;CA; San Francisco;259;Center St;3,0
94016-011;Genius Electronics 001;B;204;+001 940 292-5239;Genius_Electronics_001@outlook.com;2019-09-27;94016;CA; San Francisco;266;Jefferson St;4,0
94016-012;Beta World 049;D;204;+001 940 544-5441;Beta_World_049@outlook.com;2020-04-28;94016;CA; San Francisco;295;13th St;5,0
94016-013;Essential Corporation 037;C;204;+001 940 829-5057;Essential_Corporation_037@outlook.com;2015-12-08;94016;CA; San Francisco;296;14th St;6,0
94016-014;Computer S.A 050;C;204;+001 940 221-9213;Computer_S.A_050@outlook.com;2005-04-14;94016;CA; San Francisco;312;Washington St;7,0
94016-015;Alpha Techno 075;B;204;+001 940 773-8579;Alpha_Techno_075@outlook.com;2007-12-07;94016;CA; San Francisco;33;Lakeview St;1,0
94016-016;Father And Sons Techno 033;D;204;+001 940 941-4119;Father_And_Sons_Techno_033@outlook.com;2004-10-06;94016;CA; San Francisco;360;14th St;2,0
94016-017;Alpha Corporation 015;C;204;+001 940 977-3956;Alpha_Corporation_015@outlook.com;2009-10-26;94016;CA; San Francisco;375;Jackson St;3,0
94016-018;High Tech Tech 002;D;204;+001 940 312-2704;High_Tech_Tech_002@outlook.com;2010-08-31;94016;CA; San Francisco;382;Hill St;4,0
94016-019;Essential Corporation 049;C;204;+001 940 167-6273;Essential_Corporation_049@outlook.com;2018-10-18;94016;CA; San Francisco;384;Ridge St;5,0
94016-020;Technologic Store 077;B;204;+001 940 939-5129;Technologic_Store_077@outlook.com;2018-12-30;94016;CA; San Francisco;399;Church St;6,0
94016-021;Genius Tech 063;D;204;+001 940 622-2832;Genius_Tech_063@outlook.com;2019-02-22;94016;CA; San Francisco;402;Jefferson St;7,0
94016-022;High Tech Electronics 078;B;204;+001 940 255-4544;High_Tech_Electronics_078@gmail.com.br;2014-01-26;94016;CA; San Francisco;414;12th St;1,0
94016-023;Technologic Solutions 020;D;204;+001 940 648-1923;Technologic_Solutions_020@gmail.com.br;2017-05-25;94016;CA; San Francisco;415;Lake St;2,0
94016-024;Essential Corporation 089;D;204;+001 940 628-8775;Essential_Corporation_089@outlook.com;2005-08-31;94016;CA; San Francisco;423;Hickory St;3,0
94016-025;Technologic Techno 031;C;204;+001 940 231-3245;Technologic_Techno_031@outlook.com;2010-03-20;94016;CA; San Francisco;448;Forest St;4,0
94016-026;Alpha Store 063;C;204;+001 940 289-7429;Alpha_Store_063@gmail.com.br;2000-06-15;94016;CA; San Francisco;477;11th St;5,0
94016-027;Digital Corporation 030;C;204;+001 940 607-5810;Digital_Corporation_030@outlook.com;2013-04-23;94016;CA; San Francisco;484;Lincoln St;6,0
94016-028;Essential Solutions 052;C;204;+001 940 360-4625;Essential_Solutions_052@outlook.com;2012-12-24;94016;CA; San Francisco;488;South St;7,0
94016-029;Computer S.A 078;A;204;+001 940 103-1335;Computer_S.A_078@outlook.com;2011-07-28;94016;CA; San Francisco;491;Cedar St;1,0
94016-030;Alpha World 080;C;204;+001 940 934-1247;Alpha_World_080@outlook.com;2016-03-24;94016;CA; San Francisco;509;Highland St;2,0
94016-031;Digital Store 003;D;204;+001 940 667-3135;Digital_Store_003@outlook.com;2017-03-31;94016;CA; San Francisco;519;Chestnut St;3,0
94016-032;Technologic Tech 047;D;204;+001 940 647-6301;Technologic_Tech_047@outlook.com;2012-03-13;94016;CA; San Francisco;52;Wilson St;4,0
94016-033;Digital Store 046;D;204;+001 940 330-6903;Digital_Store_046@outlook.com;2003-10-25;94016;CA; San Francisco;564;Meadow St;5,0
94016-034;Alpha World 039;A;204;+001 940 678-9155;Alpha_World_039@gmail.com.br;2002-10-12;94016;CA; San Francisco;569;12th St;6,0
94016-035;Genius Electronics 002;C;204;+001 940 212-6821;Genius_Electronics_002@gmail.com.br;2015-06-10;94016;CA; San Francisco;59;Chestnut St;7,0
94016-036;Digital S.A 024;C;204;+001 940 408-2849;Digital_S.A_024@outlook.com;2007-05-14;94016;CA; San Francisco;594;13th St;1,0
94016-037;Father And Sons Solutions 051;C;204;+001 940 630-9442;Father_And_Sons_Solutions_051@gmail.com.br;2010-06-27;94016;CA; San Francisco;623;Adams St;2,0
94016-038;Computer Solutions 081;C;204;+001 940 503-3812;Computer_Solutions_081@outlook.com;2019-01-17;94016;CA; San Francisco;654;12th St;3,0
94016-039;Beta Electronics 046;A;204;+001 940 507-5011;Beta_Electronics_046@gmail.com.br;2001-05-27;94016;CA; San Francisco;661;Forest St;4,0
94016-040;Computer Inc. 083;D;204;+001 940 706-2453;Computer_Inc._083@outlook.com;2016-03-02;94016;CA; San Francisco;662;Wilson St;5,0
94016-041;Digital Solutions 047;C;204;+001 940 291-1773;Digital_Solutions_047@outlook.com;2006-06-13;94016;CA; San Francisco;685;4th St;6,0
94016-042;Essential Corporation 052;D;204;+001 940 886-9651;Essential_Corporation_052@gmail.com.br;2012-07-18;94016;CA; San Francisco;701;8th St;7,0
94016-043;Genius Solutions 059;C;204;+001 940 752-6917;Genius_Solutions_059@outlook.com;2011-12-06;94016;CA; San Francisco;714;North St;1,0
94016-044;Digital Solutions 090;D;204;+001 940 546-3917;Digital_Solutions_090@outlook.com;2004-03-25;94016;CA; San Francisco;742;Hickory St;2,0
94016-045;Computer Techno 061;B;204;+001 940 268-5216;Computer_Techno_061@gmail.com.br;2019-12-17;94016;CA; San Francisco;760;5th St;3,0
94016-046;High Tech Corporation 054;C;204;+001 940 966-5564;High_Tech_Corporation_054@outlook.com;2001-12-31;94016;CA; San Francisco;771;14th St;4,0
94016-047;High Tech Tech 087;B;204;+001 940 501-2037;High_Tech_Tech_087@outlook.com;2012-05-25;94016;CA; San Francisco;777;Pine St;5,0
94016-048;Father And Sons S.A 043;D;204;+001 940 113-5923;Father_And_Sons_S.A_043@outlook.com;2000-02-13;94016;CA; San Francisco;778;Hickory St;6,0
94016-049;Computer Company 046;B;204;+001 940 555-4191;Computer_Company_046@outlook.com;2003-08-12;94016;CA; San Francisco;780;Madison St;7,0
94016-050;Father And Sons Electronics 084;D;204;+001 940 776-6304;Father_And_Sons_Electronics_084@outlook.com;2006-10-12;94016;CA; San Francisco;783;Highland St;1,0
94016-051;Technologic Solutions 048;A;204;+001 940 602-4229;Technologic_Solutions_048@outlook.com;2000-02-17;94016;CA; San Francisco;785;Lake St;2,0
94016-052;Alpha Electronics 019;A;204;+001 940 617-4589;Alpha_Electronics_019@gmail.com.br;2014-01-01;94016;CA; San Francisco;79;Pine St;3,0
94016-053;Digital Solutions 025;B;204;+001 940 920-7526;Digital_Solutions_025@outlook.com;2013-01-23;94016;CA; San Francisco;790;Lincoln St;4,0
94016-054;Essential Tech 022;C;204;+001 940 624-6700;Essential_Tech_022@outlook.com;2013-01-10;94016;CA; San Francisco;798;Church St;5,0
94016-055;Genius Tech 023;D;204;+001 940 564-4329;Genius_Tech_023@gmail.com.br;2001-06-29;94016;CA; San Francisco;798;Hickory St;6,0
94016-056;Essential S.A 006;D;204;+001 940 520-5706;Essential_S.A_006@gmail.com.br;2017-04-06;94016;CA; San Francisco;820;Walnut St;7,0
94016-057;Alpha Store 028;D;204;+001 940 605-6363;Alpha_Store_028@gmail.com.br;2018-10-03;94016;CA; San Francisco;826;Walnut St;1,0
94016-058;Technologic S.A 085;C;204;+001 940 257-8079;Technologic_S.A_085@outlook.com;2020-05-14;94016;CA; San Francisco;863;Chestnut St;2,0
94016-059;Beta Tech 069;C;204;+001 940 337-7864;Beta_Tech_069@gmail.com.br;2000-05-25;94016;CA; San Francisco;869;Sunset St;3,0
94016-060;Computer Solutions 027;D;204;+001 940 389-1447;Computer_Solutions_027@outlook.com;2000-06-28;94016;CA; San Francisco;870;Forest St;4,0
94016-061;Beta Tech 047;B;204;+001 940 910-8099;Beta_Tech_047@gmail.com.br;2009-02-22;94016;CA; San Francisco;876;Meadow St;5,0
94016-062;Essential Corporation 038;D;204;+001 940 620-8375;Essential_Corporation_038@gmail.com.br;2001-10-25;94016;CA; San Francisco;883;Chestnut St;6,0
94016-063;Father And Sons World 051;D;204;+001 940 830-6164;Father_And_Sons_World_051@outlook.com;2002-04-08;94016;CA; San Francisco;883;Main St;7,0
94016-064;Technologic World 023;C;204;+001 940 791-4590;Technologic_World_023@outlook.com;2006-11-16;94016;CA; San Francisco;893;9th St;1,0
94016-065;Genius Company 031;D;204;+001 940 522-5938;Genius_Company_031@outlook.com;2006-01-25;94016;CA; San Francisco;895;Forest St;2,0
94016-066;Father And Sons S.A 006;B;204;+001 940 811-3528;Father_And_Sons_S.A_006@outlook.com;2004-09-27;94016;CA; San Francisco;9;Dogwood St;3,0
94016-067;Digital Store 093;D;204;+001 940 389-2026;Digital_Store_093@gmail.com.br;2006-10-16;94016;CA; San Francisco;914;Hickory St;4,0
94016-068;High Tech Techno 049;C;204;+001 940 817-7096;High_Tech_Techno_049@gmail.com.br;2000-08-04;94016;CA; San Francisco;920;West St;5,0
94016-069;Beta Store 072;D;204;+001 940 112-3307;Beta_Store_072@gmail.com.br;2002-05-11;94016;CA; San Francisco;927;10th St;6,0
94016-070;Essential World 057;D;204;+001 940 195-1162;Essential_World_057@outlook.com;2014-03-29;94016;CA; San Francisco;95;Adams St;7,0
94016-071;Essential Store 077;D;204;+001 940 650-8412;Essential_Store_077@gmail.com.br;2010-02-23;94016;CA; San Francisco;965;8th St;1,0
30301-001;Technologic Inc. 023;B;205;+001 303 155-1704;Technologic_Inc._023@outlook.com;2000-09-18;30301;GA; Atlanta;138;Ridge St;1,0
30301-002;Technologic Electronics 083;D;205;+001 303 561-3839;Technologic_Electronics_083@outlook.com;2005-07-20;30301;GA; Atlanta;140;Hickory St;2,0
30301-003;High Tech Techno 067;B;205;+001 303 193-7129;High_Tech_Techno_067@outlook.com;2003-11-27;30301;GA; Atlanta;153;Cherry St;3,0
30301-004;Beta Inc. 063;D;205;+001 303 747-3526;Beta_Inc._063@outlook.com;2014-04-02;30301;GA; Atlanta;166;Park St;4,0
30301-005;Alpha Company 056;D;205;+001 303 439-8835;Alpha_Company_056@outlook.com;2015-03-07;30301;GA; Atlanta;176;Meadow St;5,0
30301-006;Computer Inc. 046;D;205;+001 303 328-6820;Computer_Inc._046@outlook.com;2017-04-27;30301;GA; Atlanta;178;Cherry St;6,0
30301-007;Beta Store 037;B;205;+001 303 434-1925;Beta_Store_037@gmail.com.br;2008-09-01;30301;GA; Atlanta;192;Church St;7,0
30301-008;High Tech Electronics 039;D;205;+001 303 688-6673;High_Tech_Electronics_039@outlook.com;2015-04-25;30301;GA; Atlanta;196;5th St;1,0
30301-009;High Tech Techno 037;D;205;+001 303 939-5071;High_Tech_Techno_037@gmail.com.br;2017-02-24;30301;GA; Atlanta;210;Walnut St;2,0
30301-010;Technologic World 094;D;205;+001 303 731-6303;Technologic_World_094@outlook.com;2006-07-29;30301;GA; Atlanta;250;Maple St;3,0
30301-011;Alpha Inc. 000;C;205;+001 303 567-1002;Alpha_Inc._000@outlook.com;2001-01-06;30301;GA; Atlanta;252;4th St;4,0
30301-012;Genius Techno 013;D;205;+001 303 486-7984;Genius_Techno_013@gmail.com.br;2010-02-28;30301;GA; Atlanta;271;8th St;5,0
30301-013;High Tech Techno 008;D;205;+001 303 363-1549;High_Tech_Techno_008@outlook.com;2007-05-22;30301;GA; Atlanta;288;9th St;6,0
30301-014;Digital Company 077;D;205;+001 303 115-1361;Digital_Company_077@outlook.com;2019-09-14;30301;GA; Atlanta;289;Hill St;7,0
30301-015;High Tech Corporation 043;D;205;+001 303 867-7620;High_Tech_Corporation_043@outlook.com;2017-09-20;30301;GA; Atlanta;296;14th St;1,0
30301-016;High Tech Inc. 022;B;205;+001 303 866-3583;High_Tech_Inc._022@gmail.com.br;2002-09-28;30301;GA; Atlanta;3;12th St;2,0
30301-017;Alpha Tech 001;D;205;+001 303 608-4589;Alpha_Tech_001@outlook.com;2012-05-07;30301;GA; Atlanta;301;9th St;3,0
30301-018;High Tech S.A 075;D;205;+001 303 546-1780;High_Tech_S.A_075@gmail.com.br;2007-09-25;30301;GA; Atlanta;305;9th St;4,0
30301-019;High Tech World 066;D;205;+001 303 129-4217;High_Tech_World_066@outlook.com;2009-04-07;30301;GA; Atlanta;312;9th St;5,0
30301-020;Genius Tech 092;A;205;+001 303 456-1819;Genius_Tech_092@outlook.com;2013-12-27;30301;GA; Atlanta;329;Chestnut St;6,0
30301-021;Essential Solutions 089;C;205;+001 303 124-9574;Essential_Solutions_089@outlook.com;2016-05-30;30301;GA; Atlanta;334;Cedar St;7,0
30301-022;Alpha Electronics 066;D;205;+001 303 788-1203;Alpha_Electronics_066@outlook.com;2017-02-04;30301;GA; Atlanta;384;12th St;1,0
30301-023;Genius Store 071;D;205;+001 303 167-9270;Genius_Store_071@outlook.com;2013-02-15;30301;GA; Atlanta;387;10th St;2,0
30301-024;Computer Corporation 051;B;205;+001 303 674-5347;Computer_Corporation_051@outlook.com;2004-09-23;30301;GA; Atlanta;41;11th St;3,0
30301-025;Technologic Corporation 023;D;205;+001 303 923-4155;Technologic_Corporation_023@outlook.com;2012-12-09;30301;GA; Atlanta;439;Forest St;4,0
30301-026;Genius Techno 047;C;205;+001 303 691-4334;Genius_Techno_047@outlook.com;2007-06-22;30301;GA; Atlanta;466;Cedar St;5,0
30301-027;High Tech Techno 017;D;205;+001 303 493-5846;High_Tech_Techno_017@outlook.com;2005-08-21;30301;GA; Atlanta;474;13th St;6,0
30301-028;Essential Corporation 055;D;205;+001 303 751-4854;Essential_Corporation_055@gmail.com.br;2002-05-09;30301;GA; Atlanta;479;Main St;7,0
30301-029;Essential Electronics 019;D;205;+001 303 992-3346;Essential_Electronics_019@outlook.com;2012-09-07;30301;GA; Atlanta;490;5th St;1,0
30301-030;Beta Corporation 013;C;205;+001 303 314-5515;Beta_Corporation_013@outlook.com;2001-04-29;30301;GA; Atlanta;519;Elm St;2,0
30301-031;Alpha Corporation 072;D;205;+001 303 912-5669;Alpha_Corporation_072@outlook.com;2017-12-02;30301;GA; Atlanta;527;Adams St;3,0
30301-032;Alpha Company 080;A;205;+001 303 292-1497;Alpha_Company_080@outlook.com;2001-12-07;30301;GA; Atlanta;530;4th St;4,0
30301-033;Computer World 025;D;205;+001 303 575-3160;Computer_World_025@outlook.com;2015-10-21;30301;GA; Atlanta;534;10th St;5,0
30301-034;Digital Corporation 002;B;205;+001 303 173-2683;Digital_Corporation_002@outlook.com;2020-08-20;30301;GA; Atlanta;574;14th St;6,0
30301-035;Technologic Inc. 084;C;205;+001 303 418-9434;Technologic_Inc._084@gmail.com.br;2002-04-17;30301;GA; Atlanta;599;Madison St;7,0
30301-036;Computer Company 041;D;205;+001 303 581-4436;Computer_Company_041@gmail.com.br;2004-10-01;30301;GA; Atlanta;615;Dogwood St;1,0
30301-037;Technologic Company 034;C;205;+001 303 870-7710;Technologic_Company_034@outlook.com;2017-12-26;30301;GA; Atlanta;647;9th St;2,0
30301-038;Beta Solutions 006;D;205;+001 303 535-8512;Beta_Solutions_006@gmail.com.br;2001-10-15;30301;GA; Atlanta;649;Walnut St;3,0
30301-039;Digital Inc. 036;D;205;+001 303 874-3568;Digital_Inc._036@gmail.com.br;2005-10-04;30301;GA; Atlanta;66;Park St;4,0
30301-040;High Tech Solutions 017;D;205;+001 303 464-6913;High_Tech_Solutions_017@outlook.com;2000-12-06;30301;GA; Atlanta;669;Meadow St;5,0
30301-041;Computer Store 046;D;205;+001 303 195-1404;Computer_Store_046@gmail.com.br;2014-07-30;30301;GA; Atlanta;672;Spruce St;6,0
30301-042;Computer Inc. 024;D;205;+001 303 940-2050;Computer_Inc._024@outlook.com;2007-04-24;30301;GA; Atlanta;675;Main St;7,0
30301-043;Technologic Corporation 079;D;205;+001 303 370-7709;Technologic_Corporation_079@outlook.com;2009-07-10;30301;GA; Atlanta;737;Forest St;1,0
30301-044;Father And Sons Techno 054;D;205;+001 303 149-2883;Father_And_Sons_Techno_054@gmail.com.br;2019-10-19;30301;GA; Atlanta;754;Pine St;2,0
30301-045;Genius Electronics 097;D;205;+001 303 626-2646;Genius_Electronics_097@outlook.com;2016-04-09;30301;GA; Atlanta;759;Adams St;3,0
30301-046;Computer Solutions 009;D;205;+001 303 551-5653;Computer_Solutions_009@outlook.com;2018-10-01;30301;GA; Atlanta;779;West St;4,0
30301-047;Technologic Solutions 099;D;205;+001 303 715-8959;Technologic_Solutions_099@outlook.com;2000-12-03;30301;GA; Atlanta;781;Hill St;5,0
30301-048;Father And Sons Electronics 021;B;205;+001 303 422-5992;Father_And_Sons_Electronics_021@gmail.com.br;2002-05-07;30301;GA; Atlanta;79;Johnson St;6,0
30301-049;Technologic Solutions 003;C;205;+001 303 537-3393;Technologic_Solutions_003@outlook.com;2014-04-13;30301;GA; Atlanta;798;Washington St;7,0
30301-050;Father And Sons Solutions 089;B;205;+001 303 630-9372;Father_And_Sons_Solutions_089@outlook.com;2005-06-27;30301;GA; Atlanta;811;Johnson St;1,0
30301-051;Computer Company 043;D;205;+001 303 385-5613;Computer_Company_043@outlook.com;2006-11-11;30301;GA; Atlanta;815;Main St;2,0
30301-052;Digital Company 004;D;205;+001 303 157-1557;Digital_Company_004@outlook.com;2017-01-13;30301;GA; Atlanta;834;Pine St;3,0
30301-053;Technologic Solutions 018;C;205;+001 303 163-2360;Technologic_Solutions_018@outlook.com;2004-09-11;30301;GA; Atlanta;836;Dogwood St;4,0
30301-054;Alpha Solutions 076;D;205;+001 303 203-4501;Alpha_Solutions_076@outlook.com;2002-04-14;30301;GA; Atlanta;848;Spruce St;5,0
30301-055;High Tech Inc. 068;D;205;+001 303 550-1086;High_Tech_Inc._068@outlook.com;2001-07-02;30301;GA; Atlanta;861;Hill St;6,0
30301-056;Technologic World 092;C;205;+001 303 673-9850;Technologic_World_092@outlook.com;2011-12-01;30301;GA; Atlanta;87;13th St;7,0
30301-057;Computer Company 058;C;205;+001 303 469-8069;Computer_Company_058@outlook.com;2020-03-01;30301;GA; Atlanta;879;Madison St;1,0
30301-058;High Tech Techno 028;A;205;+001 303 625-3120;High_Tech_Techno_028@outlook.com;2001-04-29;30301;GA; Atlanta;904;Jackson St;2,0
30301-059;Technologic Tech 059;C;205;+001 303 854-6841;Technologic_Tech_059@outlook.com;2005-01-06;30301;GA; Atlanta;920;Lake St;3,0
30301-060;Digital Company 064;D;205;+001 303 183-8683;Digital_Company_064@outlook.com;2016-09-30;30301;GA; Atlanta;928;5th St;4,0
30301-061;Genius Solutions 039;C;205;+001 303 943-8986;Genius_Solutions_039@outlook.com;2012-06-24;30301;GA; Atlanta;933;10th St;5,0
30301-062;High Tech Tech 089;B;205;+001 303 378-4640;High_Tech_Tech_089@outlook.com;2004-04-19;30301;GA; Atlanta;935;Hill St;6,0
30301-063;Father And Sons Techno 050;D;205;+001 303 752-4600;Father_And_Sons_Techno_050@gmail.com.br;2019-12-16;30301;GA; Atlanta;94;West St;7,0
30301-064;Alpha Techno 007;D;205;+001 303 477-1934;Alpha_Techno_007@outlook.com;2004-11-25;30301;GA; Atlanta;96;Highland St;1,0
30301-065;High Tech Electronics 010;D;205;+001 303 699-7617;High_Tech_Electronics_010@outlook.com;2006-01-13;30301;GA; Atlanta;968;Madison St;2,0
30301-066;Genius S.A 001;D;205;+001 303 442-2576;Genius_S.A_001@outlook.com;2009-09-07;30301;GA; Atlanta;974;Chestnut St;3,0
30301-067;Father And Sons Corporation 099;D;205;+001 303 538-3160;Father_And_Sons_Corporation_099@outlook.com;2019-01-28;30301;GA; Atlanta;978;6th St;4,0
30301-068;Alpha S.A 050;D;205;+001 303 182-2379;Alpha_S.A_050@outlook.com;2007-07-29;30301;GA; Atlanta;982;Hickory St;5,0
30301-069;Alpha Store 047;C;205;+001 303 477-6023;Alpha_Store_047@gmail.com.br;2005-04-30;30301;GA; Atlanta;997;Cherry St;6,0
75001-001;Beta Company 058;B;106;+001 750 486-6986;Beta_Company_058@outlook.com;2007-01-05;75001;TX; Dallas;110;West St;1,0
75001-002;High Tech Solutions 020;C;106;+001 750 817-3573;High_Tech_Solutions_020@outlook.com;2010-04-17;75001;TX; Dallas;123;Cherry St;2,0
75001-003;High Tech World 020;C;106;+001 750 785-4910;High_Tech_World_020@outlook.com;2004-04-27;75001;TX; Dallas;14;Church St;3,0
75001-004;Computer Electronics 083;D;106;+001 750 671-5524;Computer_Electronics_083@outlook.com;2007-07-28;75001;TX; Dallas;167;Washington St;4,0
75001-005;Beta S.A 077;C;106;+001 750 813-2856;Beta_S.A_077@outlook.com;2018-04-03;75001;TX; Dallas;185;Madison St;5,0
75001-006;Father And Sons Store 034;A;106;+001 750 314-7799;Father_And_Sons_Store_034@outlook.com;2012-12-31;75001;TX; Dallas;186;12th St;6,0
75001-007;Technologic S.A 039;D;106;+001 750 283-3794;Technologic_S.A_039@gmail.com.br;2015-12-28;75001;TX; Dallas;189;9th St;7,0
75001-008;Alpha Corporation 008;C;106;+001 750 190-7433;Alpha_Corporation_008@gmail.com.br;2017-02-11;75001;TX; Dallas;195;11th St;1,0
75001-009;High Tech Inc. 042;B;106;+001 750 945-1330;High_Tech_Inc._042@outlook.com;2002-02-13;75001;TX; Dallas;2;Forest St;2,0
75001-010;Computer Techno 051;B;106;+001 750 962-6640;Computer_Techno_051@gmail.com.br;2004-01-25;75001;TX; Dallas;20;4th St;3,0
75001-011;Essential World 053;D;106;+001 750 641-6592;Essential_World_053@gmail.com.br;2005-01-03;75001;TX; Dallas;213;4th St;4,0
75001-012;Digital Inc. 012;D;106;+001 750 136-8396;Digital_Inc._012@outlook.com;2006-04-20;75001;TX; Dallas;216;7th St;5,0
75001-013;Father And Sons Inc. 084;D;106;+001 750 368-7771;Father_And_Sons_Inc._084@outlook.com;2008-02-27;75001;TX; Dallas;221;Hill St;6,0
75001-014;Beta Techno 005;C;106;+001 750 537-6356;Beta_Techno_005@gmail.com.br;2009-07-16;75001;TX; Dallas;231;13th St;7,0
75001-015;Digital Techno 099;A;106;+001 750 278-1498;Digital_Techno_099@outlook.com;2015-09-27;75001;TX; Dallas;232;Church St;1,0
75001-016;Father And Sons Inc. 019;B;106;+001 750 247-2349;Father_And_Sons_Inc._019@outlook.com;2018-04-06;75001;TX; Dallas;258;Lakeview St;2,0
75001-017;Beta Tech 072;D;106;+001 750 678-7171;Beta_Tech_072@outlook.com;2019-10-16;75001;TX; Dallas;266;Jefferson St;3,0
75001-018;Technologic World 012;B;106;+001 750 910-4172;Technologic_World_012@outlook.com;2006-11-06;75001;TX; Dallas;290;Johnson St;4,0
75001-019;High Tech World 017;C;106;+001 750 966-3069;High_Tech_World_017@gmail.com.br;2004-01-25;75001;TX; Dallas;294;Pine St;5,0
75001-020;Computer Solutions 022;D;106;+001 750 646-6600;Computer_Solutions_022@gmail.com.br;2010-10-11;75001;TX; Dallas;306;North St;6,0
75001-021;Computer Tech 074;C;106;+001 750 701-3619;Computer_Tech_074@outlook.com;2010-11-13;75001;TX; Dallas;336;11th St;7,0
75001-022;Genius Company 091;D;106;+001 750 357-7662;Genius_Company_091@outlook.com;2016-04-09;75001;TX; Dallas;346;12th St;1,0
75001-023;Computer Techno 004;D;106;+001 750 102-8487;Computer_Techno_004@gmail.com.br;2011-03-04;75001;TX; Dallas;37;Lakeview St;2,0
75001-024;Technologic Inc. 086;D;106;+001 750 675-1495;Technologic_Inc._086@gmail.com.br;2001-01-30;75001;TX; Dallas;370;Dogwood St;3,0
75001-025;Alpha Techno 030;D;106;+001 750 310-5873;Alpha_Techno_030@outlook.com;2017-12-24;75001;TX; Dallas;389;8th St;4,0
75001-026;Digital S.A 057;C;106;+001 750 846-7659;Digital_S.A_057@outlook.com;2013-03-15;75001;TX; Dallas;397;Forest St;5,0
75001-027;Technologic S.A 058;D;106;+001 750 324-7513;Technologic_S.A_058@outlook.com;2020-03-06;75001;TX; Dallas;403;6th St;6,0
75001-028;Digital World 004;D;106;+001 750 720-1469;Digital_World_004@outlook.com;2002-10-17;75001;TX; Dallas;414;South St;7,0
